column,value,precision,recall,fbeta
fnlgt,255191,1.0,1.0,1.0
fnlgt,180911,1.0,0.0,0.0
fnlgt,47298,1.0,1.0,1.0
fnlgt,165799,1.0,1.0,1.0
fnlgt,153790,1.0,1.0,1.0
fnlgt,107108,1.0,1.0,1.0
fnlgt,197666,1.0,1.0,1.0
fnlgt,328947,1.0,1.0,1.0
fnlgt,394669,1.0,1.0,1.0
fnlgt,244473,1.0,1.0,1.0
fnlgt,161637,1.0,1.0,1.0
fnlgt,203263,1.0,1.0,1.0
fnlgt,698363,1.0,1.0,1.0
fnlgt,182163,1.0,1.0,1.0
fnlgt,259363,1.0,0.0,0.0
fnlgt,185673,1.0,0.0,0.0
fnlgt,156550,1.0,1.0,1.0
fnlgt,273051,1.0,1.0,1.0
fnlgt,258517,1.0,1.0,1.0
fnlgt,226883,1.0,1.0,1.0
fnlgt,182355,1.0,1.0,1.0
fnlgt,110954,1.0,0.0,0.0
fnlgt,139086,1.0,1.0,1.0
fnlgt,237078,1.0,1.0,1.0
fnlgt,189911,1.0,1.0,1.0
fnlgt,178295,1.0,1.0,1.0
fnlgt,213140,1.0,1.0,1.0
fnlgt,285858,1.0,1.0,1.0
fnlgt,308489,0.0,1.0,0.0
fnlgt,428299,1.0,1.0,1.0
fnlgt,204662,1.0,1.0,1.0
fnlgt,254270,1.0,1.0,1.0
fnlgt,123011,1.0,1.0,1.0
fnlgt,82623,1.0,1.0,1.0
fnlgt,169323,1.0,1.0,1.0
fnlgt,285127,1.0,1.0,1.0
fnlgt,192923,1.0,1.0,1.0
fnlgt,384795,1.0,1.0,1.0
fnlgt,200681,1.0,1.0,1.0
fnlgt,143716,1.0,1.0,1.0
fnlgt,242521,1.0,0.0,0.0
fnlgt,127772,1.0,1.0,1.0
fnlgt,280093,1.0,1.0,1.0
fnlgt,160440,1.0,1.0,1.0
fnlgt,75826,0.0,1.0,0.0
fnlgt,226145,1.0,1.0,1.0
fnlgt,154571,1.0,1.0,1.0
fnlgt,203488,1.0,1.0,1.0
fnlgt,205844,1.0,1.0,1.0
fnlgt,149210,1.0,1.0,1.0
fnlgt,264357,1.0,1.0,1.0
fnlgt,39477,1.0,1.0,1.0
fnlgt,210765,1.0,1.0,1.0
fnlgt,417657,1.0,1.0,1.0
fnlgt,91137,1.0,1.0,1.0
fnlgt,167482,1.0,1.0,1.0
fnlgt,416745,0.0,1.0,0.0
fnlgt,55717,1.0,1.0,1.0
fnlgt,172475,1.0,1.0,1.0
fnlgt,177526,1.0,1.0,1.0
fnlgt,100875,1.0,1.0,1.0
fnlgt,106282,1.0,1.0,1.0
fnlgt,175083,1.0,1.0,1.0
fnlgt,134945,1.0,1.0,1.0
fnlgt,82797,1.0,1.0,1.0
fnlgt,408328,1.0,1.0,1.0
fnlgt,95654,1.0,1.0,1.0
fnlgt,176118,1.0,0.0,0.0
fnlgt,327435,1.0,1.0,1.0
fnlgt,136314,1.0,1.0,1.0
fnlgt,274964,1.0,1.0,1.0
fnlgt,161708,1.0,1.0,1.0
fnlgt,190401,0.0,1.0,0.0
fnlgt,193815,1.0,0.0,0.0
fnlgt,146719,1.0,1.0,1.0
fnlgt,159937,1.0,1.0,1.0
fnlgt,476334,1.0,1.0,1.0
fnlgt,177675,1.0,0.0,0.0
fnlgt,54826,1.0,1.0,1.0
fnlgt,306830,1.0,1.0,1.0
fnlgt,123718,1.0,1.0,1.0
fnlgt,199224,1.0,0.0,0.0
fnlgt,296485,1.0,1.0,1.0
fnlgt,182378,1.0,1.0,1.0
fnlgt,162327,1.0,1.0,1.0
fnlgt,112959,1.0,1.0,1.0
fnlgt,263982,1.0,1.0,1.0
fnlgt,154728,1.0,1.0,1.0
fnlgt,246862,1.0,0.0,0.0
fnlgt,191243,1.0,1.0,1.0
fnlgt,33088,1.0,1.0,1.0
fnlgt,129155,1.0,1.0,1.0
fnlgt,350759,1.0,0.0,0.0
fnlgt,249409,1.0,1.0,1.0
fnlgt,124020,1.0,0.0,0.0
fnlgt,176969,1.0,1.0,1.0
