column,value,precision,recall,fbeta
fnlgt,177783,1.0,1.0,1.0
fnlgt,199058,1.0,0.5,0.6666666666666666
fnlgt,196308,1.0,1.0,1.0
fnlgt,64520,1.0,1.0,1.0
fnlgt,55213,1.0,1.0,1.0
fnlgt,311357,1.0,1.0,1.0
fnlgt,225102,1.0,1.0,1.0
fnlgt,304212,1.0,1.0,1.0
fnlgt,195124,1.0,1.0,1.0
fnlgt,385540,1.0,1.0,1.0
fnlgt,227994,1.0,1.0,1.0
fnlgt,119075,1.0,1.0,1.0
fnlgt,333541,1.0,1.0,1.0
fnlgt,34377,1.0,0.0,0.0
fnlgt,416577,1.0,1.0,1.0
fnlgt,165743,1.0,0.0,0.0
fnlgt,238685,1.0,1.0,1.0
fnlgt,433491,1.0,1.0,1.0
fnlgt,115839,1.0,1.0,1.0
fnlgt,117849,1.0,0.0,0.0
fnlgt,211231,1.0,0.0,0.0
fnlgt,196554,1.0,0.0,0.0
fnlgt,237294,1.0,0.0,0.0
fnlgt,110791,1.0,1.0,1.0
fnlgt,355686,1.0,1.0,1.0
fnlgt,115323,1.0,1.0,1.0
fnlgt,145711,1.0,1.0,1.0
fnlgt,27886,1.0,0.0,0.0
fnlgt,202903,1.0,1.0,1.0
fnlgt,144949,0.0,1.0,0.0
fnlgt,407068,1.0,1.0,1.0
fnlgt,93225,1.0,1.0,1.0
fnlgt,166961,1.0,0.0,0.0
fnlgt,121622,1.0,1.0,1.0
fnlgt,225605,1.0,1.0,1.0
fnlgt,138370,1.0,1.0,1.0
fnlgt,133425,1.0,1.0,1.0
fnlgt,157043,1.0,1.0,1.0
fnlgt,189461,1.0,1.0,1.0
fnlgt,226735,1.0,1.0,1.0
fnlgt,215211,1.0,1.0,1.0
fnlgt,185528,1.0,1.0,1.0
fnlgt,160151,1.0,1.0,1.0
fnlgt,91384,0.0,1.0,0.0
fnlgt,137250,1.0,1.0,1.0
fnlgt,142689,1.0,1.0,1.0
fnlgt,338816,1.0,1.0,1.0
fnlgt,234721,1.0,1.0,1.0
fnlgt,188041,0.0,1.0,0.0
fnlgt,73203,1.0,1.0,1.0
fnlgt,184176,1.0,1.0,1.0
fnlgt,100653,1.0,1.0,1.0
fnlgt,256466,1.0,0.0,0.0
fnlgt,83893,1.0,0.0,0.0
fnlgt,176123,1.0,1.0,1.0
fnlgt,295289,1.0,1.0,1.0
fnlgt,111252,1.0,1.0,1.0
fnlgt,55500,1.0,1.0,1.0
fnlgt,170786,1.0,1.0,1.0
fnlgt,164526,1.0,0.0,0.0
fnlgt,373432,1.0,1.0,1.0
fnlgt,58108,1.0,1.0,1.0
fnlgt,176279,1.0,1.0,1.0
fnlgt,334132,1.0,1.0,1.0
fnlgt,238638,1.0,1.0,1.0
fnlgt,217807,1.0,1.0,1.0
fnlgt,332379,1.0,0.0,0.0
fnlgt,218689,1.0,1.0,1.0
fnlgt,50048,1.0,1.0,1.0
fnlgt,56582,1.0,1.0,1.0
fnlgt,166056,1.0,1.0,1.0
fnlgt,355918,1.0,0.0,0.0
fnlgt,167527,1.0,1.0,1.0
fnlgt,71076,1.0,1.0,1.0
fnlgt,98586,1.0,1.0,1.0
fnlgt,109240,1.0,1.0,1.0
fnlgt,277434,1.0,0.0,0.0
fnlgt,377931,1.0,1.0,1.0
fnlgt,130571,1.0,1.0,1.0
fnlgt,220609,1.0,1.0,1.0
fnlgt,261519,1.0,1.0,1.0
fnlgt,133756,1.0,1.0,1.0
fnlgt,410034,1.0,1.0,1.0
fnlgt,261207,1.0,1.0,1.0
fnlgt,182590,1.0,1.0,1.0
fnlgt,31221,1.0,1.0,1.0
fnlgt,136951,1.0,1.0,1.0
fnlgt,203836,1.0,1.0,1.0
fnlgt,230789,1.0,1.0,1.0
fnlgt,172571,0.5,1.0,0.6666666666666666
fnlgt,46401,1.0,0.0,0.0
fnlgt,20109,1.0,1.0,1.0
fnlgt,319122,1.0,1.0,1.0
fnlgt,173271,1.0,1.0,1.0
fnlgt,268292,1.0,1.0,1.0
fnlgt,158412,1.0,1.0,1.0
fnlgt,204196,1.0,0.0,0.0
fnlgt,228157,1.0,1.0,1.0
fnlgt,176073,1.0,1.0,1.0
fnlgt,100960,1.0,1.0,1.0
fnlgt,70447,1.0,1.0,1.0
fnlgt,247445,1.0,1.0,1.0
fnlgt,113545,1.0,1.0,1.0
fnlgt,35595,1.0,1.0,1.0
fnlgt,185437,1.0,1.0,1.0
fnlgt,344719,1.0,1.0,1.0
fnlgt,153926,1.0,1.0,1.0
fnlgt,137898,1.0,1.0,1.0
fnlgt,323155,1.0,1.0,1.0
fnlgt,208358,1.0,0.5,0.6666666666666666
fnlgt,196232,1.0,1.0,1.0
fnlgt,103925,1.0,0.0,0.0
fnlgt,256335,1.0,1.0,1.0
fnlgt,560804,1.0,1.0,1.0
fnlgt,216129,1.0,1.0,1.0
fnlgt,133436,1.0,1.0,1.0
fnlgt,195808,1.0,1.0,1.0
fnlgt,262778,1.0,1.0,1.0
fnlgt,207277,1.0,1.0,1.0
fnlgt,179875,1.0,1.0,1.0
fnlgt,82889,1.0,1.0,1.0
fnlgt,389713,1.0,1.0,1.0
fnlgt,126154,1.0,1.0,1.0
fnlgt,176716,1.0,1.0,1.0
fnlgt,361280,1.0,1.0,1.0
fnlgt,161259,1.0,1.0,1.0
fnlgt,205188,1.0,1.0,1.0
fnlgt,29616,1.0,1.0,1.0
fnlgt,104440,1.0,1.0,1.0
fnlgt,295799,1.0,1.0,1.0
fnlgt,329980,1.0,1.0,1.0
fnlgt,104614,1.0,1.0,1.0
fnlgt,281221,1.0,1.0,1.0
fnlgt,163290,1.0,1.0,1.0
fnlgt,308498,1.0,1.0,1.0
fnlgt,93589,1.0,1.0,1.0
fnlgt,119474,1.0,1.0,1.0
fnlgt,98588,1.0,1.0,1.0
fnlgt,575442,1.0,1.0,1.0
fnlgt,154210,1.0,1.0,1.0
fnlgt,358975,1.0,1.0,1.0
fnlgt,113936,1.0,1.0,1.0
fnlgt,228456,1.0,1.0,1.0
fnlgt,124076,1.0,1.0,1.0
fnlgt,205704,1.0,1.0,1.0
fnlgt,160951,1.0,1.0,1.0
fnlgt,103710,1.0,1.0,1.0
fnlgt,105936,1.0,1.0,1.0
fnlgt,159567,1.0,1.0,1.0
fnlgt,202091,1.0,1.0,1.0
fnlgt,420986,1.0,1.0,1.0
fnlgt,287908,1.0,1.0,1.0
fnlgt,284706,1.0,1.0,1.0
fnlgt,201520,1.0,1.0,1.0
fnlgt,120426,1.0,1.0,1.0
fnlgt,158040,1.0,1.0,1.0
fnlgt,56774,1.0,1.0,1.0
fnlgt,570821,1.0,1.0,1.0
fnlgt,31650,0.0,1.0,0.0
fnlgt,76487,1.0,1.0,1.0
fnlgt,178134,1.0,0.0,0.0
fnlgt,271901,1.0,0.0,0.0
fnlgt,168403,1.0,1.0,1.0
fnlgt,97863,1.0,1.0,1.0
fnlgt,187264,0.0,1.0,0.0
fnlgt,88050,1.0,1.0,1.0
fnlgt,232132,1.0,0.0,0.0
fnlgt,171199,1.0,1.0,1.0
fnlgt,177937,1.0,0.0,0.0
fnlgt,343403,0.0,1.0,0.0
fnlgt,40021,1.0,1.0,1.0
fnlgt,228395,1.0,1.0,1.0
fnlgt,277488,1.0,0.0,0.0
fnlgt,140001,1.0,1.0,1.0
fnlgt,260729,1.0,1.0,1.0
fnlgt,73715,1.0,0.0,0.0
fnlgt,177629,1.0,1.0,1.0
fnlgt,255474,1.0,1.0,1.0
fnlgt,29591,1.0,1.0,1.0
fnlgt,46868,1.0,1.0,1.0
fnlgt,112847,1.0,1.0,1.0
fnlgt,209384,1.0,1.0,1.0
fnlgt,167005,1.0,1.0,1.0
fnlgt,183273,1.0,1.0,1.0
fnlgt,27494,1.0,0.0,0.0
fnlgt,206671,1.0,1.0,1.0
fnlgt,114150,1.0,1.0,1.0
fnlgt,26669,1.0,1.0,1.0
fnlgt,50385,1.0,0.0,0.0
fnlgt,271828,1.0,0.0,0.0
fnlgt,85548,1.0,1.0,1.0
fnlgt,269687,1.0,1.0,1.0
fnlgt,268525,1.0,1.0,1.0
fnlgt,280344,1.0,1.0,1.0
fnlgt,140592,1.0,1.0,1.0
fnlgt,167878,1.0,1.0,1.0
fnlgt,150726,1.0,1.0,1.0
fnlgt,106169,1.0,1.0,1.0
fnlgt,134509,1.0,1.0,1.0
fnlgt,99126,1.0,1.0,1.0
fnlgt,281030,1.0,1.0,1.0
fnlgt,146412,1.0,1.0,1.0
fnlgt,36851,1.0,1.0,1.0
fnlgt,53833,1.0,0.0,0.0
fnlgt,177420,1.0,1.0,1.0
fnlgt,199555,1.0,1.0,1.0
fnlgt,227332,1.0,1.0,1.0
fnlgt,185336,1.0,1.0,1.0
fnlgt,224498,1.0,1.0,1.0
fnlgt,369387,1.0,1.0,1.0
fnlgt,282461,1.0,1.0,1.0
fnlgt,148769,1.0,1.0,1.0
fnlgt,174201,1.0,1.0,1.0
fnlgt,131568,1.0,0.0,0.0
fnlgt,347934,1.0,1.0,1.0
fnlgt,192588,1.0,1.0,1.0
fnlgt,181820,1.0,1.0,1.0
fnlgt,62507,1.0,1.0,1.0
fnlgt,43646,1.0,1.0,1.0
fnlgt,227065,1.0,1.0,1.0
fnlgt,36440,1.0,0.0,0.0
fnlgt,186191,1.0,1.0,1.0
fnlgt,113324,1.0,0.0,0.0
fnlgt,81973,1.0,0.5,0.6666666666666666
fnlgt,198825,1.0,1.0,1.0
fnlgt,128715,1.0,1.0,1.0
fnlgt,69847,1.0,1.0,1.0
fnlgt,167138,1.0,1.0,1.0
fnlgt,173495,1.0,0.0,0.0
fnlgt,36214,1.0,1.0,1.0
fnlgt,79990,1.0,1.0,1.0
fnlgt,445758,1.0,1.0,1.0
fnlgt,309348,1.0,1.0,1.0
fnlgt,46385,1.0,1.0,1.0
fnlgt,162442,1.0,1.0,1.0
fnlgt,195638,1.0,1.0,1.0
fnlgt,297906,1.0,1.0,1.0
fnlgt,216595,1.0,1.0,1.0
fnlgt,339956,1.0,1.0,1.0
fnlgt,340917,0.0,1.0,0.0
fnlgt,36423,1.0,0.0,0.0
fnlgt,177828,1.0,1.0,1.0
fnlgt,143437,1.0,1.0,1.0
fnlgt,409201,1.0,1.0,1.0
fnlgt,153546,1.0,0.0,0.0
fnlgt,185769,1.0,1.0,1.0
fnlgt,128378,1.0,1.0,1.0
fnlgt,149337,1.0,1.0,1.0
fnlgt,96483,1.0,1.0,1.0
fnlgt,109193,1.0,1.0,1.0
fnlgt,101593,0.3333333333333333,1.0,0.5
fnlgt,130436,1.0,1.0,1.0
fnlgt,147921,1.0,1.0,1.0
fnlgt,49715,1.0,1.0,1.0
fnlgt,221480,1.0,1.0,1.0
fnlgt,112181,1.0,0.0,0.0
fnlgt,167049,1.0,1.0,1.0
fnlgt,162667,1.0,1.0,1.0
fnlgt,197919,1.0,1.0,1.0
fnlgt,236913,1.0,1.0,1.0
fnlgt,160811,1.0,1.0,1.0
fnlgt,185057,1.0,0.0,0.0
fnlgt,252202,1.0,1.0,1.0
fnlgt,234919,1.0,1.0,1.0
fnlgt,161066,1.0,1.0,1.0
fnlgt,112497,0.0,0.0,0.0
fnlgt,115209,1.0,1.0,1.0
fnlgt,308691,1.0,1.0,1.0
fnlgt,58522,1.0,1.0,1.0
fnlgt,178312,0.0,1.0,0.0
fnlgt,236267,1.0,1.0,1.0
fnlgt,108510,1.0,1.0,1.0
fnlgt,162947,1.0,1.0,1.0
fnlgt,35001,1.0,1.0,1.0
fnlgt,258579,1.0,0.0,0.0
fnlgt,88368,1.0,1.0,1.0
fnlgt,24896,1.0,1.0,1.0
fnlgt,179646,1.0,1.0,1.0
fnlgt,193241,1.0,1.0,1.0
fnlgt,31732,1.0,1.0,1.0
fnlgt,88642,1.0,1.0,1.0
fnlgt,495888,1.0,1.0,1.0
fnlgt,329426,1.0,1.0,1.0
fnlgt,212619,1.0,1.0,1.0
fnlgt,31290,1.0,0.0,0.0
fnlgt,39324,1.0,1.0,1.0
fnlgt,18827,1.0,1.0,1.0
fnlgt,159897,1.0,1.0,1.0
fnlgt,96678,0.0,1.0,0.0
fnlgt,180572,1.0,0.0,0.0
fnlgt,32897,1.0,1.0,1.0
fnlgt,291665,1.0,1.0,1.0
fnlgt,168262,1.0,1.0,1.0
fnlgt,100933,1.0,1.0,1.0
fnlgt,132327,1.0,1.0,1.0
fnlgt,117767,1.0,1.0,1.0
fnlgt,57600,1.0,1.0,1.0
fnlgt,206351,1.0,1.0,1.0
fnlgt,523484,1.0,1.0,1.0
fnlgt,32220,1.0,1.0,1.0
fnlgt,160654,1.0,1.0,1.0
fnlgt,282951,0.0,1.0,0.0
fnlgt,233825,1.0,1.0,1.0
fnlgt,198096,1.0,0.5,0.6666666666666666
fnlgt,186556,1.0,0.0,0.0
fnlgt,276864,1.0,1.0,1.0
fnlgt,138999,1.0,1.0,1.0
fnlgt,339388,1.0,1.0,1.0
fnlgt,66460,1.0,1.0,1.0
fnlgt,95469,1.0,1.0,1.0
fnlgt,413373,1.0,1.0,1.0
fnlgt,186849,1.0,1.0,1.0
fnlgt,139268,1.0,1.0,1.0
fnlgt,250647,1.0,1.0,1.0
fnlgt,241832,1.0,1.0,1.0
fnlgt,195447,0.0,1.0,0.0
fnlgt,202220,1.0,1.0,1.0
fnlgt,287031,1.0,1.0,1.0
fnlgt,174543,1.0,1.0,1.0
fnlgt,147889,0.0,1.0,0.0
fnlgt,381153,1.0,1.0,1.0
fnlgt,118793,1.0,1.0,1.0
fnlgt,176616,1.0,1.0,1.0
fnlgt,36999,1.0,1.0,1.0
fnlgt,204338,1.0,1.0,1.0
fnlgt,64667,1.0,1.0,1.0
fnlgt,177484,1.0,1.0,1.0
fnlgt,225053,1.0,1.0,1.0
fnlgt,406051,1.0,0.0,0.0
fnlgt,99146,1.0,0.5,0.6666666666666666
fnlgt,79728,1.0,1.0,1.0
fnlgt,384246,0.0,1.0,0.0
fnlgt,525878,1.0,1.0,1.0
fnlgt,129240,1.0,1.0,1.0
fnlgt,57324,1.0,1.0,1.0
fnlgt,222005,1.0,1.0,1.0
fnlgt,161954,1.0,1.0,1.0
fnlgt,167716,1.0,1.0,1.0
fnlgt,159623,1.0,1.0,1.0
fnlgt,255004,1.0,1.0,1.0
fnlgt,115784,1.0,1.0,1.0
fnlgt,121195,1.0,1.0,1.0
fnlgt,143046,1.0,1.0,1.0
fnlgt,143030,1.0,1.0,1.0
fnlgt,111095,1.0,1.0,1.0
fnlgt,143731,1.0,0.0,0.0
fnlgt,219540,1.0,1.0,1.0
fnlgt,92845,1.0,1.0,1.0
fnlgt,37302,1.0,1.0,1.0
fnlgt,189265,1.0,1.0,1.0
fnlgt,154033,1.0,1.0,1.0
fnlgt,130741,1.0,1.0,1.0
fnlgt,213258,1.0,1.0,1.0
fnlgt,124692,1.0,1.0,1.0
fnlgt,40690,1.0,1.0,1.0
fnlgt,375980,1.0,1.0,1.0
fnlgt,146659,1.0,1.0,1.0
fnlgt,253759,0.0,1.0,0.0
fnlgt,270092,1.0,1.0,1.0
fnlgt,228493,1.0,1.0,1.0
fnlgt,218302,1.0,1.0,1.0
fnlgt,199191,1.0,1.0,1.0
fnlgt,189632,1.0,0.0,0.0
fnlgt,211920,1.0,1.0,1.0
fnlgt,180296,1.0,1.0,1.0
fnlgt,136081,1.0,1.0,1.0
fnlgt,69333,1.0,1.0,1.0
fnlgt,123876,1.0,1.0,1.0
fnlgt,160731,1.0,0.0,0.0
fnlgt,388252,1.0,1.0,1.0
fnlgt,134727,1.0,1.0,1.0
fnlgt,168232,1.0,1.0,1.0
fnlgt,235556,1.0,1.0,1.0
fnlgt,131379,1.0,1.0,1.0
fnlgt,317019,1.0,1.0,1.0
fnlgt,27466,1.0,1.0,1.0
fnlgt,361721,1.0,1.0,1.0
fnlgt,167280,0.0,1.0,0.0
fnlgt,222011,1.0,1.0,1.0
fnlgt,223548,1.0,1.0,1.0
fnlgt,200192,1.0,1.0,1.0
fnlgt,44064,1.0,0.0,0.0
fnlgt,164488,1.0,1.0,1.0
fnlgt,101481,1.0,1.0,1.0
fnlgt,706026,1.0,1.0,1.0
fnlgt,111128,1.0,0.0,0.0
fnlgt,140011,1.0,1.0,1.0
fnlgt,80058,1.0,1.0,1.0
fnlgt,32732,1.0,1.0,1.0
fnlgt,280433,0.0,1.0,0.0
fnlgt,184308,1.0,1.0,1.0
fnlgt,215624,1.0,1.0,1.0
fnlgt,231085,1.0,1.0,1.0
fnlgt,30796,1.0,1.0,1.0
fnlgt,231714,1.0,1.0,1.0
fnlgt,175360,1.0,1.0,1.0
fnlgt,164938,1.0,1.0,1.0
fnlgt,104501,1.0,0.0,0.0
fnlgt,376302,1.0,1.0,1.0
fnlgt,860348,1.0,1.0,1.0
fnlgt,190759,1.0,1.0,1.0
fnlgt,170091,1.0,1.0,1.0
fnlgt,386261,1.0,1.0,1.0
fnlgt,143833,1.0,1.0,1.0
fnlgt,251694,1.0,1.0,1.0
fnlgt,127961,1.0,0.0,0.0
fnlgt,268451,1.0,1.0,1.0
fnlgt,42596,1.0,1.0,1.0
fnlgt,285060,1.0,1.0,1.0
fnlgt,250091,1.0,1.0,1.0
fnlgt,235271,1.0,0.5,0.6666666666666666
fnlgt,219141,1.0,1.0,1.0
fnlgt,318647,1.0,1.0,1.0
fnlgt,405155,1.0,1.0,1.0
fnlgt,374524,1.0,1.0,1.0
fnlgt,248533,1.0,1.0,1.0
fnlgt,113823,0.0,1.0,0.0
fnlgt,196164,1.0,1.0,1.0
fnlgt,391744,1.0,1.0,1.0
fnlgt,403433,1.0,0.0,0.0
fnlgt,97521,1.0,1.0,1.0
fnlgt,125324,1.0,1.0,1.0
fnlgt,242406,1.0,1.0,1.0
fnlgt,198431,1.0,1.0,1.0
fnlgt,154667,1.0,1.0,1.0
fnlgt,37092,1.0,1.0,1.0
fnlgt,222020,1.0,1.0,1.0
fnlgt,131519,1.0,1.0,1.0
fnlgt,60726,1.0,1.0,1.0
fnlgt,167497,1.0,1.0,1.0
fnlgt,122612,1.0,1.0,1.0
fnlgt,190895,1.0,1.0,1.0
fnlgt,97277,1.0,1.0,1.0
fnlgt,217769,1.0,1.0,1.0
fnlgt,83998,1.0,1.0,1.0
fnlgt,55291,1.0,1.0,1.0
fnlgt,256864,0.0,1.0,0.0
fnlgt,124111,1.0,1.0,1.0
fnlgt,157900,1.0,1.0,1.0
fnlgt,176452,1.0,1.0,1.0
fnlgt,126233,1.0,1.0,1.0
fnlgt,248919,1.0,1.0,1.0
fnlgt,119386,1.0,1.0,1.0
fnlgt,43221,1.0,0.5,0.6666666666666666
fnlgt,287277,1.0,1.0,1.0
fnlgt,215395,1.0,1.0,1.0
fnlgt,264012,1.0,0.0,0.0
fnlgt,145409,1.0,0.5,0.6666666666666666
fnlgt,285902,1.0,1.0,1.0
fnlgt,117018,1.0,1.0,1.0
fnlgt,273929,1.0,1.0,1.0
fnlgt,184117,1.0,1.0,1.0
fnlgt,113147,1.0,1.0,1.0
fnlgt,106541,1.0,1.0,1.0
fnlgt,164574,1.0,1.0,1.0
fnlgt,263925,1.0,1.0,1.0
fnlgt,325353,1.0,1.0,1.0
fnlgt,99270,1.0,1.0,1.0
fnlgt,333119,1.0,1.0,1.0
fnlgt,201263,1.0,1.0,1.0
fnlgt,213771,1.0,1.0,1.0
fnlgt,341204,1.0,1.0,1.0
fnlgt,207301,1.0,0.0,0.0
fnlgt,309513,1.0,1.0,1.0
fnlgt,270436,1.0,1.0,1.0
fnlgt,278736,1.0,1.0,1.0
fnlgt,246891,1.0,1.0,1.0
fnlgt,109445,1.0,1.0,1.0
fnlgt,251063,1.0,1.0,1.0
fnlgt,89852,1.0,1.0,1.0
fnlgt,113513,1.0,1.0,1.0
fnlgt,217921,1.0,1.0,1.0
fnlgt,58441,1.0,1.0,1.0
fnlgt,390657,1.0,1.0,1.0
fnlgt,378114,1.0,1.0,1.0
fnlgt,206139,1.0,1.0,1.0
fnlgt,245626,1.0,1.0,1.0
fnlgt,354351,1.0,1.0,1.0
fnlgt,265086,1.0,0.0,0.0
fnlgt,169809,1.0,1.0,1.0
fnlgt,179171,1.0,1.0,1.0
fnlgt,118212,1.0,1.0,1.0
fnlgt,321435,1.0,1.0,1.0
fnlgt,202056,1.0,1.0,1.0
fnlgt,101266,1.0,1.0,1.0
fnlgt,262042,1.0,1.0,1.0
fnlgt,190457,1.0,1.0,1.0
fnlgt,176657,1.0,1.0,1.0
fnlgt,170994,1.0,1.0,1.0
fnlgt,254211,1.0,0.0,0.0
fnlgt,173945,1.0,1.0,1.0
fnlgt,235442,1.0,1.0,1.0
fnlgt,163788,1.0,1.0,1.0
fnlgt,217961,1.0,1.0,1.0
fnlgt,305449,1.0,1.0,1.0
fnlgt,89172,1.0,0.5,0.6666666666666666
fnlgt,75167,1.0,0.0,0.0
fnlgt,183041,1.0,1.0,1.0
fnlgt,258561,1.0,1.0,1.0
fnlgt,113546,1.0,1.0,1.0
fnlgt,166343,1.0,1.0,1.0
fnlgt,108470,1.0,1.0,1.0
fnlgt,449257,1.0,1.0,1.0
fnlgt,169324,1.0,1.0,1.0
fnlgt,127678,0.0,1.0,0.0
fnlgt,182416,1.0,1.0,1.0
fnlgt,45546,1.0,1.0,1.0
fnlgt,358740,1.0,1.0,1.0
fnlgt,219565,1.0,1.0,1.0
fnlgt,296212,0.0,1.0,0.0
fnlgt,38973,1.0,1.0,1.0
fnlgt,287988,1.0,1.0,1.0
fnlgt,468713,1.0,1.0,1.0
fnlgt,344991,1.0,1.0,1.0
fnlgt,329355,1.0,1.0,1.0
fnlgt,222966,1.0,1.0,1.0
fnlgt,303032,1.0,1.0,1.0
fnlgt,98211,1.0,1.0,1.0
fnlgt,212468,1.0,1.0,1.0
fnlgt,276840,1.0,1.0,1.0
fnlgt,171589,1.0,1.0,1.0
fnlgt,80638,1.0,1.0,1.0
fnlgt,140664,1.0,1.0,1.0
fnlgt,160339,1.0,1.0,1.0
fnlgt,169031,1.0,1.0,1.0
fnlgt,243867,1.0,1.0,1.0
fnlgt,175081,1.0,1.0,1.0
fnlgt,111900,1.0,1.0,1.0
fnlgt,326334,1.0,1.0,1.0
fnlgt,151780,1.0,1.0,1.0
fnlgt,145844,1.0,1.0,1.0
fnlgt,31659,1.0,1.0,1.0
fnlgt,130731,1.0,1.0,1.0
fnlgt,173935,1.0,0.0,0.0
fnlgt,115426,1.0,0.0,0.0
fnlgt,247936,1.0,1.0,1.0
fnlgt,488720,1.0,1.0,1.0
fnlgt,127875,1.0,1.0,1.0
fnlgt,208470,1.0,0.0,0.0
fnlgt,168322,1.0,1.0,1.0
fnlgt,136472,1.0,1.0,1.0
fnlgt,43711,1.0,1.0,1.0
fnlgt,139903,1.0,1.0,1.0
fnlgt,312427,1.0,1.0,1.0
fnlgt,223215,1.0,1.0,1.0
fnlgt,420282,1.0,1.0,1.0
fnlgt,111696,1.0,1.0,1.0
fnlgt,353994,1.0,1.0,1.0
fnlgt,304246,1.0,1.0,1.0
fnlgt,249315,1.0,1.0,1.0
fnlgt,174995,0.0,1.0,0.0
fnlgt,394927,1.0,1.0,1.0
fnlgt,194189,1.0,1.0,1.0
fnlgt,391114,1.0,1.0,1.0
fnlgt,335997,1.0,1.0,1.0
fnlgt,149949,1.0,1.0,1.0
fnlgt,266189,1.0,1.0,1.0
fnlgt,238969,1.0,1.0,1.0
fnlgt,173631,1.0,1.0,1.0
fnlgt,145917,1.0,1.0,1.0
fnlgt,167781,1.0,1.0,1.0
fnlgt,73411,1.0,1.0,1.0
fnlgt,182187,1.0,1.0,1.0
fnlgt,241885,1.0,1.0,1.0
fnlgt,157249,1.0,1.0,1.0
fnlgt,143582,1.0,1.0,1.0
fnlgt,231866,1.0,1.0,1.0
fnlgt,283743,1.0,1.0,1.0
fnlgt,305147,1.0,1.0,1.0
fnlgt,413297,1.0,1.0,1.0
fnlgt,50953,1.0,1.0,1.0
fnlgt,38848,1.0,1.0,1.0
fnlgt,304779,1.0,1.0,1.0
fnlgt,334273,1.0,1.0,1.0
fnlgt,37028,1.0,1.0,1.0
fnlgt,207392,1.0,1.0,1.0
fnlgt,339952,1.0,1.0,1.0
fnlgt,111949,1.0,1.0,1.0
fnlgt,96062,1.0,1.0,1.0
fnlgt,351576,1.0,0.0,0.0
fnlgt,383269,1.0,1.0,1.0
fnlgt,26898,1.0,1.0,1.0
fnlgt,183804,1.0,1.0,1.0
fnlgt,367306,1.0,1.0,1.0
fnlgt,761006,1.0,1.0,1.0
fnlgt,200198,1.0,1.0,1.0
fnlgt,301229,1.0,1.0,1.0
fnlgt,241895,1.0,1.0,1.0
fnlgt,236136,1.0,1.0,1.0
fnlgt,556660,1.0,1.0,1.0
fnlgt,141549,1.0,1.0,1.0
fnlgt,125421,1.0,0.0,0.0
fnlgt,93318,1.0,1.0,1.0
fnlgt,427965,1.0,1.0,1.0
fnlgt,101198,1.0,1.0,1.0
fnlgt,195248,1.0,1.0,1.0
fnlgt,134782,1.0,1.0,1.0
fnlgt,175594,1.0,1.0,1.0
fnlgt,190027,1.0,1.0,1.0
fnlgt,345969,1.0,0.0,0.0
fnlgt,170984,1.0,1.0,1.0
fnlgt,447488,1.0,1.0,1.0
fnlgt,268022,1.0,0.6666666666666666,0.8
fnlgt,179953,1.0,1.0,1.0
fnlgt,173243,1.0,1.0,1.0
fnlgt,199768,1.0,1.0,1.0
fnlgt,112176,1.0,1.0,1.0
fnlgt,42900,1.0,1.0,1.0
fnlgt,141698,1.0,1.0,1.0
fnlgt,156877,1.0,0.0,0.0
fnlgt,109684,1.0,1.0,1.0
fnlgt,34278,1.0,1.0,1.0
fnlgt,260960,0.0,1.0,0.0
fnlgt,143540,1.0,1.0,1.0
fnlgt,182237,1.0,1.0,1.0
fnlgt,240771,1.0,0.0,0.0
fnlgt,50178,1.0,1.0,1.0
fnlgt,308334,1.0,1.0,1.0
fnlgt,251905,0.0,1.0,0.0
fnlgt,96862,1.0,1.0,1.0
fnlgt,35663,1.0,1.0,1.0
fnlgt,193568,1.0,1.0,1.0
fnlgt,52781,1.0,1.0,1.0
fnlgt,202117,1.0,1.0,1.0
fnlgt,123440,1.0,1.0,1.0
fnlgt,155659,1.0,0.6666666666666666,0.8
fnlgt,172296,1.0,1.0,1.0
fnlgt,123991,1.0,1.0,1.0
fnlgt,63004,0.0,1.0,0.0
fnlgt,417136,1.0,1.0,1.0
fnlgt,206297,1.0,1.0,1.0
fnlgt,216414,1.0,1.0,1.0
fnlgt,427474,1.0,0.0,0.0
fnlgt,177083,1.0,1.0,1.0
fnlgt,349151,1.0,1.0,1.0
fnlgt,479611,1.0,1.0,1.0
fnlgt,205499,1.0,1.0,1.0
fnlgt,176469,1.0,1.0,1.0
fnlgt,225142,1.0,1.0,1.0
fnlgt,64292,1.0,1.0,1.0
fnlgt,146919,1.0,0.0,0.0
fnlgt,150084,1.0,1.0,1.0
fnlgt,498079,1.0,1.0,1.0
fnlgt,242095,1.0,1.0,1.0
fnlgt,96467,1.0,1.0,1.0
fnlgt,31935,1.0,1.0,1.0
fnlgt,383384,1.0,1.0,1.0
fnlgt,336793,1.0,1.0,1.0
fnlgt,195573,1.0,1.0,1.0
fnlgt,94392,1.0,1.0,1.0
fnlgt,172052,1.0,0.0,0.0
fnlgt,98941,1.0,1.0,1.0
fnlgt,122127,1.0,1.0,1.0
fnlgt,83444,1.0,1.0,1.0
fnlgt,256362,0.0,1.0,0.0
fnlgt,201498,1.0,1.0,1.0
fnlgt,281432,1.0,1.0,1.0
fnlgt,72896,1.0,1.0,1.0
fnlgt,70720,1.0,1.0,1.0
fnlgt,157331,1.0,1.0,1.0
fnlgt,33142,1.0,1.0,1.0
fnlgt,305714,1.0,1.0,1.0
